State,State Code,County,County Code,Year,Total Deaths,Total Population,Total Crude Rate,Total Age Adjusted Rate,Female Deaths,Female Deaths (Calculated),Female Population,Female Crude Rate,Female Age Adjusted Rate,Male Deaths,Male Deaths (Calculated),Male Population,Male Crude Rate,Male Age Adjusted Rate,White Deaths,White Population,White Crude Rate,White Age Adjusted Rate,Black Deaths,Black Population,Black Crude Rate,Black Age Adjusted Rate,API Deaths,API Population,API Crude Rate,API Age Adjusted Rate,Native American Deaths,Native American Population,Native American Crude Rate,Native American Age Adjusted Rate
Maine,23,Lincoln County,23015,2004,-1,34827,-1,-1,-1,-1,17813,-1,-1,-1,-1,17014,-1,-1,-1,34453,-1,-1,-1,102,-1,-1,-1,160,-1,-1,-1,112,-1,-1
Maine,23,Lincoln County,23015,2005,-1,34864,-1,-1,-1,-1,17764,-1,-1,-1,-1,17100,-1,-1,-1,34457,-1,-1,-1,144,-1,-1,-1,150,-1,-1,-1,113,-1,-1
Maine,23,Lincoln County,23015,2006,-1,34904,-1,-1,-1,-1,17813,-1,-1,-1,-1,17091,-1,-1,-1,34479,-1,-1,-1,147,-1,-1,-1,167,-1,-1,-1,111,-1,-1
Maine,23,Lincoln County,23015,2007,-1,34899,-1,-1,-1,-1,17799,-1,-1,-1,-1,17100,-1,-1,-1,34468,-1,-1,-1,154,-1,-1,-1,160,-1,-1,-1,117,-1,-1
Maine,23,Lincoln County,23015,2008,-1,34768,-1,-1,-1,-1,17744,-1,-1,-1,-1,17024,-1,-1,-1,34326,-1,-1,-1,155,-1,-1,-1,163,-1,-1,-1,124,-1,-1
Maine,23,Lincoln County,23015,2009,-1,34627,-1,-1,-1,-1,17672,-1,-1,-1,-1,16955,-1,-1,-1,34143,-1,-1,-1,165,-1,-1,-1,191,-1,-1,-1,128,-1,-1
Maine,23,Lincoln County,23015,2010,-1,34457,-1,-1,-1,-1,17558,-1,-1,-1,-1,16899,-1,-1,-1,33968,-1,-1,-1,164,-1,-1,-1,191,-1,-1,-1,134,-1,-1
Maine,23,Lincoln County,23015,2011,-1,34224,-1,-1,-1,-1,17434,-1,-1,-1,-1,16790,-1,-1,-1,33654,-1,-1,-1,205,-1,-1,-1,213,-1,-1,-1,152,-1,-1
Maine,23,Lincoln County,23015,2012,-1,34180,-1,-1,-1,-1,17424,-1,-1,-1,-1,16756,-1,-1,-1,33595,-1,-1,-1,223,-1,-1,-1,218,-1,-1,-1,144,-1,-1
Maine,23,Lincoln County,23015,2013,-1,34088,-1,-1,-1,-1,17410,-1,-1,-1,-1,16678,-1,-1,-1,33493,-1,-1,-1,230,-1,-1,-1,224,-1,-1,-1,141,-1,-1
Maine,23,Lincoln County,23015,2014,-1,34170,-1,-1,-1,-1,17443,-1,-1,-1,-1,16727,-1,-1,-1,33477,-1,-1,-1,249,-1,-1,-1,293,-1,-1,-1,151,-1,-1
Maine,23,Lincoln County,23015,2015,-1,33969,-1,-1,-1,-1,17385,-1,-1,-1,-1,16584,-1,-1,-1,33213,-1,-1,-1,271,-1,-1,-1,335,-1,-1,-1,150,-1,-1
Maine,23,Lincoln County,23015,2016,-1,34216,-1,-1,-1,-1,17392,-1,-1,-1,-1,16824,-1,-1,-1,33342,-1,-1,-1,291,-1,-1,-1,436,-1,-1,-1,147,-1,-1
Maine,23,Lincoln County,23015,2017,-1,34204,-1,-1,-1,-1,17468,-1,-1,-1,-1,16736,-1,-1,-1,33458,-1,-1,-1,296,-1,-1,-1,300,-1,-1,-1,150,-1,-1
Maine,23,Oxford County,23017,1999,-1,54454,-1,-1,-1,-1,27877,-1,-1,-1,-1,26577,-1,-1,-1,53981,-1,-1,-1,113,-1,-1,-1,197,-1,-1,-1,163,-1,-1
Maine,23,Oxford County,23017,2000,-1,54755,-1,-1,-1,-1,28021,-1,-1,-1,-1,26734,-1,-1,-1,54197,-1,-1,-1,148,-1,-1,-1,225,-1,-1,-1,185,-1,-1
Maine,23,Oxford County,23017,2001,-1,55157,-1,-1,-1,-1,28138,-1,-1,-1,-1,27019,-1,-1,-1,54554,-1,-1,-1,180,-1,-1,-1,246,-1,-1,-1,177,-1,-1
Maine,23,Oxford County,23017,2002,-1,55843,-1,-1,-1,-1,28371,-1,-1,-1,-1,27472,-1,-1,-1,55169,-1,-1,-1,191,-1,-1,-1,276,-1,-1,-1,207,-1,-1
Maine,23,Oxford County,23017,2003,-1,56206,-1,-1,-1,-1,28535,-1,-1,-1,-1,27671,-1,-1,-1,55505,-1,-1,-1,214,-1,-1,-1,274,-1,-1,-1,213,-1,-1
Maine,23,Oxford County,23017,2004,-1,56763,-1,-1,-1,-1,28796,-1,-1,-1,-1,27967,-1,-1,-1,56000,-1,-1,-1,226,-1,-1,-1,299,-1,-1,-1,238,-1,-1
Maine,23,Oxford County,23017,2005,-1,57235,-1,-1,-1,-1,29078,-1,-1,-1,-1,28157,-1,-1,-1,56440,-1,-1,-1,261,-1,-1,-1,301,-1,-1,-1,233,-1,-1
Maine,23,Oxford County,23017,2006,-1,57556,-1,-1,-1,-1,29179,-1,-1,-1,-1,28377,-1,-1,-1,56684,-1,-1,-1,295,-1,-1,-1,327,-1,-1,-1,250,-1,-1
Maine,23,Oxford County,23017,2007,-1,57966,-1,-1,-1,-1,29358,-1,-1,-1,-1,28608,-1,-1,-1,57057,-1,-1,-1,305,-1,-1,-1,337,-1,-1,-1,267,-1,-1
Maine,23,Oxford County,23017,2008,-1,58138,-1,-1,-1,-1,29328,-1,-1,-1,-1,28810,-1,-1,-1,57197,-1,-1,-1,312,-1,-1,-1,351,-1,-1,-1,278,-1,-1
Maine,23,Oxford County,23017,2009,-1,57923,-1,-1,-1,-1,29190,-1,-1,-1,-1,28733,-1,-1,-1,56929,-1,-1,-1,308,-1,-1,-1,389,-1,-1,-1,297,-1,-1
Maine,23,Oxford County,23017,2010,-1,57833,-1,-1,-1,-1,29141,-1,-1,-1,-1,28692,-1,-1,-1,56798,-1,-1,-1,331,-1,-1,-1,397,-1,-1,-1,307,-1,-1
Maine,23,Oxford County,23017,2011,-1,57695,-1,-1,-1,-1,29120,-1,-1,-1,-1,28575,-1,-1,-1,56592,-1,-1,-1,402,-1,-1,-1,394,-1,-1,-1,307,-1,-1
Maine,23,Oxford County,23017,2012,-1,57481,-1,-1,-1,-1,28972,-1,-1,-1,-1,28509,-1,-1,-1,56395,-1,-1,-1,368,-1,-1,-1,412,-1,-1,-1,306,-1,-1
Maine,23,Oxford County,23017,2013,-1,57277,-1,-1,-1,-1,28833,-1,-1,-1,-1,28444,-1,-1,-1,56165,-1,-1,-1,375,-1,-1,-1,411,-1,-1,-1,326,-1,-1
Maine,23,Oxford County,23017,2014,-1,57238,-1,-1,-1,-1,28833,-1,-1,-1,-1,28405,-1,-1,-1,56073,-1,-1,-1,401,-1,-1,-1,443,-1,-1,-1,321,-1,-1
Maine,23,Oxford County,23017,2015,-1,57202,-1,-1,-1,-1,28832,-1,-1,-1,-1,28370,-1,-1,-1,55976,-1,-1,-1,422,-1,-1,-1,465,-1,-1,-1,339,-1,-1
Maine,23,Oxford County,23017,2016,10,57217,-2,-2,-1,-1,28783,-1,-1,-1,-1,28434,-1,-1,10,55987,-2,-2,-1,420,-1,-1,-1,473,-1,-1,-1,337,-1,-1
Maine,23,Oxford County,23017,2017,-1,57439,-1,-1,-1,-1,28994,-1,-1,-1,-1,28445,-1,-1,-1,56136,-1,-1,-1,488,-1,-1,-1,485,-1,-1,-1,330,-1,-1
Maine,23,Penobscot County,23019,1999,-1,144902,-1,-1,-1,-1,74227,-1,-1,-1,-1,70675,-1,-1,-1,141439,-1,-1,-1,771,-1,-1,-1,1155,-1,-1,-1,1537,-1,-1
Maine,23,Penobscot County,23019,2000,-1,144919,-1,-1,-1,-1,74204,-1,-1,-1,-1,70715,-1,-1,-1,141229,-1,-1,-1,907,-1,-1,-1,1182,-1,-1,-1,1601,-1,-1
Maine,23,Penobscot County,23019,2001,-1,146110,-1,-1,-1,-1,74680,-1,-1,-1,-1,71430,-1,-1,-1,142221,-1,-1,-1,1042,-1,-1,-1,1211,-1,-1,-1,1636,-1,-1
Maine,23,Penobscot County,23019,2002,-1,147298,-1,-1,-1,-1,75226,-1,-1,-1,-1,72072,-1,-1,-1,143183,-1,-1,-1,1129,-1,-1,-1,1296,-1,-1,-1,1690,-1,-1
Maine,23,Penobscot County,23019,2003,13,148759,-2,-2,-1,-1,75758,-1,-1,-1,-1,73001,-1,-1,12,144482,-2,-2,-1,1211,-1,-1,-1,1342,-1,-1,-1,1724,-1,-1
Maine,23,Penobscot County,23019,2004,11,148814,-2,-2,-1,-1,75787,-1,-1,-1,-1,73027,-1,-1,10,144501,-2,-2,-1,1213,-1,-1,-1,1360,-1,-1,-1,1740,-1,-1
Maine,23,Penobscot County,23019,2005,14,149726,-2,-2,-1,-1,76163,-1,-1,11,11,73563,-2,-2,14,145179,-2,-2,-1,1289,-1,-1,-1,1438,-1,-1,-1,1820,-1,-1
Maine,23,Penobscot County,23019,2006,17,151446,-2,-2,-1,-1,76924,-1,-1,11,11,74522,-2,-2,16,146666,-2,-2,-1,1384,-1,-1,-1,1514,-1,-1,-1,1882,-1,-1
Maine,23,Penobscot County,23019,2007,11,152232,-2,-2,-1,-1,77333,-1,-1,-1,-1,74899,-1,-1,10,147274,-2,-2,-1,1453,-1,-1,-1,1588,-1,-1,-1,1917,-1,-1
Maine,23,Penobscot County,23019,2008,13,153372,-2,-2,-1,-1,77826,-1,-1,-1,-1,75546,-1,-1,12,148295,-2,-2,-1,1469,-1,-1,-1,1601,-1,-1,-1,2007,-1,-1
Maine,23,Penobscot County,23019,2009,16,153770,-2,-2,-1,-1,78012,-1,-1,12,12,75758,-2,-2,16,148538,-2,-2,-1,1524,-1,-1,-1,1629,-1,-1,-1,2079,-1,-1
Maine,23,Penobscot County,23019,2010,-1,153923,-1,-1,-1,-1,78070,-1,-1,-1,-1,75853,-1,-1,-1,148657,-1,-1,-1,1538,-1,-1,-1,1623,-1,-1,-1,2105,-1,-1
Maine,23,Penobscot County,23019,2011,13,153786,-2,-2,-1,-1,77934,-1,-1,-1,-1,75852,-1,-1,12,148395,-2,-2,-1,1707,-1,-1,-1,1675,-1,-1,-1,2009,-1,-1
Maine,23,Penobscot County,23019,2012,-1,153746,-1,-1,-1,-1,78008,-1,-1,-1,-1,75738,-1,-1,-1,148270,-1,-1,-1,1728,-1,-1,-1,1757,-1,-1,-1,1991,-1,-1
Maine,23,Penobscot County,23019,2013,14,153364,-2,-2,-1,-1,77658,-1,-1,-1,-1,75706,-1,-1,13,147815,-2,-2,-1,1711,-1,-1,-1,1730,-1,-1,-1,2108,-1,-1
Maine,23,Penobscot County,23019,2014,16,153414,-2,-2,-1,-1,77658,-1,-1,-1,-1,75756,-1,-1,15,147566,-2,-2,-1,1826,-1,-1,-1,1896,-1,-1,-1,2126,-1,-1
Maine,23,Penobscot County,23019,2015,25,152692,16.373,17.835,-1,-1,77194,-1,-1,17,17,75498,-2,-2,24,146833,16.345,17.589,-1,1815,-1,-1,-1,1927,-1,-1,-1,2117,-1,-1
Maine,23,Penobscot County,23019,2016,40,151806,26.349,27.014,16,16,76634,-2,-2,24,24,75172,31.927,33.122,39,145939,26.723,27.532,-1,1800,-1,-1,-1,1935,-1,-1,-1,2132,-1,-1
Maine,23,Penobscot County,23019,2017,49,151957,32.246,36.021,15,15,76623,-2,-2,34,34,75334,45.132,50.820,47,145916,32.210,36.062,-1,1869,-1,-1,-1,1997,-1,-1,-1,2175,-1,-1
Maine,23,Piscataquis County,23021,1999,-1,17218,-1,-1,-1,-1,8783,-1,-1,-1,-1,8435,-1,-1,-1,17080,-1,-1,-1,27,-1,-1,-1,39,-1,-1,-1,72,-1,-1
Maine,23,Piscataquis County,23021,2000,-1,17235,-1,-1,-1,-1,8777,-1,-1,-1,-1,8458,-1,-1,-1,17028,-1,-1,-1,53,-1,-1,-1,56,-1,-1,-1,98,-1,-1
Maine,23,Piscataquis County,23021,2001,-1,17203,-1,-1,-1,-1,8774,-1,-1,-1,-1,8429,-1,-1,-1,16984,-1,-1,-1,56,-1,-1,-1,68,-1,-1,-1,95,-1,-1
Maine,23,Piscataquis County,23021,2002,-1,17269,-1,-1,-1,-1,8789,-1,-1,-1,-1,8480,-1,-1,-1,17033,-1,-1,-1,64,-1,-1,-1,76,-1,-1,-1,96,-1,-1
Maine,23,Piscataquis County,23021,2003,-1,17433,-1,-1,-1,-1,8880,-1,-1,-1,-1,8553,-1,-1,-1,17186,-1,-1,-1,69,-1,-1,-1,84,-1,-1,-1,94,-1,-1
Maine,23,Piscataquis County,23021,2004,-1,17493,-1,-1,-1,-1,8882,-1,-1,-1,-1,8611,-1,-1,-1,17233,-1,-1,-1,71,-1,-1,-1,92,-1,-1,-1,97,-1,-1
Maine,23,Piscataquis County,23021,2005,-1,17614,-1,-1,-1,-1,8938,-1,-1,-1,-1,8676,-1,-1,-1,17343,-1,-1,-1,80,-1,-1,-1,96,-1,-1,-1,95,-1,-1
Maine,23,Piscataquis County,23021,2006,-1,17597,-1,-1,-1,-1,8951,-1,-1,-1,-1,8646,-1,-1,-1,17308,-1,-1,-1,80,-1,-1,-1,114,-1,-1,-1,95,-1,-1
Maine,23,Piscataquis County,23021,2007,-1,17660,-1,-1,-1,-1,8970,-1,-1,-1,-1,8690,-1,-1,-1,17351,-1,-1,-1,85,-1,-1,-1,122,-1,-1,-1,102,-1,-1
Maine,23,Piscataquis County,23021,2008,-1,17534,-1,-1,-1,-1,8889,-1,-1,-1,-1,8645,-1,-1,-1,17225,-1,-1,-1,86,-1,-1,-1,125,-1,-1,-1,98,-1,-1
Maine,23,Piscataquis County,23021,2009,-1,17433,-1,-1,-1,-1,8802,-1,-1,-1,-1,8631,-1,-1,-1,17107,-1,-1,-1,88,-1,-1,-1,138,-1,-1,-1,100,-1,-1
Maine,23,Piscataquis County,23021,2010,-1,17535,-1,-1,-1,-1,8841,-1,-1,-1,-1,8694,-1,-1,-1,17202,-1,-1,-1,90,-1,-1,-1,141,-1,-1,-1,102,-1,-1
Maine,23,Piscataquis County,23021,2011,-1,17419,-1,-1,-1,-1,8773,-1,-1,-1,-1,8646,-1,-1,-1,17056,-1,-1,-1,110,-1,-1,-1,142,-1,-1,-1,111,-1,-1
Maine,23,Piscataquis County,23021,2012,-1,17290,-1,-1,-1,-1,8684,-1,-1,-1,-1,8606,-1,-1,-1,16908,-1,-1,-1,127,-1,-1,-1,144,-1,-1,-1,111,-1,-1
Maine,23,Piscataquis County,23021,2013,-1,17124,-1,-1,-1,-1,8592,-1,-1,-1,-1,8532,-1,-1,-1,16720,-1,-1,-1,152,-1,-1,-1,144,-1,-1,-1,108,-1,-1
Maine,23,Piscataquis County,23021,2014,-1,17026,-1,-1,-1,-1,8547,-1,-1,-1,-1,8479,-1,-1,-1,16617,-1,-1,-1,149,-1,-1,-1,147,-1,-1,-1,113,-1,-1
Maine,23,Piscataquis County,23021,2015,-1,16931,-1,-1,-1,-1,8475,-1,-1,-1,-1,8456,-1,-1,-1,16510,-1,-1,-1,165,-1,-1,-1,140,-1,-1,-1,116,-1,-1
Maine,23,Piscataquis County,23021,2016,-1,16843,-1,-1,-1,-1,8483,-1,-1,-1,-1,8360,-1,-1,-1,16433,-1,-1,-1,138,-1,-1,-1,152,-1,-1,-1,120,-1,-1
Maine,23,Piscataquis County,23021,2017,-1,16773,-1,-1,-1,-1,8421,-1,-1,-1,-1,8352,-1,-1,-1,16346,-1,-1,-1,160,-1,-1,-1,146,-1,-1,-1,121,-1,-1
Maine,23,Sagadahoc County,23023,1999,-1,35218,-1,-1,-1,-1,17909,-1,-1,-1,-1,17309,-1,-1,-1,34468,-1,-1,-1,384,-1,-1,-1,250,-1,-1,-1,116,-1,-1
Maine,23,Sagadahoc County,23023,2000,-1,35214,-1,-1,-1,-1,17935,-1,-1,-1,-1,17279,-1,-1,-1,34390,-1,-1,-1,408,-1,-1,-1,266,-1,-1,-1,150,-1,-1
Maine,23,Sagadahoc County,23023,2001,-1,35323,-1,-1,-1,-1,17991,-1,-1,-1,-1,17332,-1,-1,-1,34469,-1,-1,-1,439,-1,-1,-1,284,-1,-1,-1,131,-1,-1
Maine,23,Sagadahoc County,23023,2002,-1,35545,-1,-1,-1,-1,18101,-1,-1,-1,-1,17444,-1,-1,-1,34658,-1,-1,-1,459,-1,-1,-1,289,-1,-1,-1,139,-1,-1
Maine,23,Sagadahoc County,23023,2003,-1,35966,-1,-1,-1,-1,18439,-1,-1,-1,-1,17527,-1,-1,-1,35086,-1,-1,-1,460,-1,-1,-1,276,-1,-1,-1,144,-1,-1
Maine,23,Sagadahoc County,23023,2004,-1,36100,-1,-1,-1,-1,18462,-1,-1,-1,-1,17638,-1,-1,-1,35228,-1,-1,-1,443,-1,-1,-1,287,-1,-1,-1,142,-1,-1
Maine,23,Sagadahoc County,23023,2005,-1,35813,-1,-1,-1,-1,18335,-1,-1,-1,-1,17478,-1,-1,-1,34964,-1,-1,-1,432,-1,-1,-1,279,-1,-1,-1,138,-1,-1
Maine,23,Sagadahoc County,23023,2006,-1,35895,-1,-1,-1,-1,18448,-1,-1,-1,-1,17447,-1,-1,-1,35054,-1,-1,-1,432,-1,-1,-1,279,-1,-1,-1,130,-1,-1
Maine,23,Sagadahoc County,23023,2007,-1,35890,-1,-1,-1,-1,18401,-1,-1,-1,-1,17489,-1,-1,-1,35065,-1,-1,-1,425,-1,-1,-1,270,-1,-1,-1,130,-1,-1
Maine,23,Sagadahoc County,23023,2008,-1,35860,-1,-1,-1,-1,18401,-1,-1,-1,-1,17459,-1,-1,-1,35023,-1,-1,-1,429,-1,-1,-1,265,-1,-1,-1,143,-1,-1
Maine,23,Sagadahoc County,23023,2009,-1,35567,-1,-1,-1,-1,18331,-1,-1,-1,-1,17236,-1,-1,-1,34721,-1,-1,-1,418,-1,-1,-1,279,-1,-1,-1,149,-1,-1
Maine,23,Sagadahoc County,23023,2010,-1,35293,-1,-1,-1,-1,18205,-1,-1,-1,-1,17088,-1,-1,-1,34447,-1,-1,-1,399,-1,-1,-1,293,-1,-1,-1,154,-1,-1
Maine,23,Sagadahoc County,23023,2011,-1,35207,-1,-1,-1,-1,18144,-1,-1,-1,-1,17063,-1,-1,-1,34298,-1,-1,-1,443,-1,-1,-1,308,-1,-1,-1,158,-1,-1
Maine,23,Sagadahoc County,23023,2012,-1,35191,-1,-1,-1,-1,18124,-1,-1,-1,-1,17067,-1,-1,-1,34262,-1,-1,-1,438,-1,-1,-1,324,-1,-1,-1,167,-1,-1
Maine,23,Sagadahoc County,23023,2013,-1,35013,-1,-1,-1,-1,18025,-1,-1,-1,-1,16988,-1,-1,-1,34113,-1,-1,-1,430,-1,-1,-1,317,-1,-1,-1,153,-1,-1
Maine,23,Sagadahoc County,23023,2014,-1,35045,-1,-1,-1,-1,18052,-1,-1,-1,-1,16993,-1,-1,-1,34092,-1,-1,-1,443,-1,-1,-1,346,-1,-1,-1,164,-1,-1
Maine,23,Sagadahoc County,23023,2015,-1,35149,-1,-1,-1,-1,18085,-1,-1,-1,-1,17064,-1,-1,-1,34197,-1,-1,-1,450,-1,-1,-1,343,-1,-1,-1,159,-1,-1
Maine,23,Sagadahoc County,23023,2016,-1,35273,-1,-1,-1,-1,18084,-1,-1,-1,-1,17189,-1,-1,-1,34336,-1,-1,-1,440,-1,-1,-1,339,-1,-1,-1,158,-1,-1
Maine,23,Sagadahoc County,23023,2017,-1,35392,-1,-1,-1,-1,18189,-1,-1,-1,-1,17203,-1,-1,-1,34423,-1,-1,-1,473,-1,-1,-1,336,-1,-1,-1,160,-1,-1
Maine,23,Somerset County,23025,1999,-1,50786,-1,-1,-1,-1,25909,-1,-1,-1,-1,24877,-1,-1,-1,50233,-1,-1,-1,131,-1,-1,-1,182,-1,-1,-1,240,-1,-1
Maine,23,Somerset County,23025,2000,-1,50888,-1,-1,-1,-1,25966,-1,-1,-1,-1,24922,-1,-1,-1,50263,-1,-1,-1,172,-1,-1,-1,191,-1,-1,-1,262,-1,-1
Maine,23,Somerset County,23025,2001,-1,50871,-1,-1,-1,-1,25921,-1,-1,-1,-1,24950,-1,-1,-1,50210,-1,-1,-1,192,-1,-1,-1,202,-1,-1,-1,267,-1,-1
Maine,23,Somerset County,23025,2002,-1,51017,-1,-1,-1,-1,25940,-1,-1,-1,-1,25077,-1,-1,-1,50333,-1,-1,-1,203,-1,-1,-1,208,-1,-1,-1,273,-1,-1
Maine,23,Somerset County,23025,2003,-1,51336,-1,-1,-1,-1,26100,-1,-1,-1,-1,25236,-1,-1,-1,50590,-1,-1,-1,226,-1,-1,-1,234,-1,-1,-1,286,-1,-1
Maine,23,Somerset County,23025,2004,-1,51328,-1,-1,-1,-1,26091,-1,-1,-1,-1,25237,-1,-1,-1,50554,-1,-1,-1,234,-1,-1,-1,245,-1,-1,-1,295,-1,-1
Maine,23,Somerset County,23025,2005,-1,51600,-1,-1,-1,-1,26128,-1,-1,-1,-1,25472,-1,-1,-1,50794,-1,-1,-1,267,-1,-1,-1,266,-1,-1,-1,273,-1,-1
Maine,23,Somerset County,23025,2006,-1,52195,-1,-1,-1,-1,26438,-1,-1,-1,-1,25757,-1,-1,-1,51345,-1,-1,-1,287,-1,-1,-1,276,-1,-1,-1,287,-1,-1
Maine,23,Somerset County,23025,2007,-1,52459,-1,-1,-1,-1,26588,-1,-1,-1,-1,25871,-1,-1,-1,51586,-1,-1,-1,301,-1,-1,-1,286,-1,-1,-1,286,-1,-1
Maine,23,Somerset County,23025,2008,-1,52316,-1,-1,-1,-1,26467,-1,-1,-1,-1,25849,-1,-1,-1,51429,-1,-1,-1,307,-1,-1,-1,293,-1,-1,-1,287,-1,-1
Maine,23,Somerset County,23025,2009,-1,52104,-1,-1,-1,-1,26253,-1,-1,-1,-1,25851,-1,-1,-1,51172,-1,-1,-1,311,-1,-1,-1,314,-1,-1,-1,307,-1,-1
Maine,23,Somerset County,23025,2010,-1,52228,-1,-1,-1,-1,26338,-1,-1,-1,-1,25890,-1,-1,-1,51272,-1,-1,-1,318,-1,-1,-1,320,-1,-1,-1,318,-1,-1
Maine,23,Somerset County,23025,2011,-1,52028,-1,-1,-1,-1,26259,-1,-1,-1,-1,25769,-1,-1,-1,51001,-1,-1,-1,374,-1,-1,-1,338,-1,-1,-1,315,-1,-1
Maine,23,Somerset County,23025,2012,-1,51910,-1,-1,-1,-1,26194,-1,-1,-1,-1,25716,-1,-1,-1,50898,-1,-1,-1,334,-1,-1,-1,351,-1,-1,-1,327,-1,-1
Maine,23,Somerset County,23025,2013,-1,51706,-1,-1,-1,-1,26060,-1,-1,-1,-1,25646,-1,-1,-1,50653,-1,-1,-1,375,-1,-1,-1,347,-1,-1,-1,331,-1,-1
Maine,23,Somerset County,23025,2014,-1,51163,-1,-1,-1,-1,25778,-1,-1,-1,-1,25385,-1,-1,-1,50056,-1,-1,-1,401,-1,-1,-1,362,-1,-1,-1,344,-1,-1
Maine,23,Somerset County,23025,2015,-1,51113,-1,-1,-1,-1,25806,-1,-1,-1,-1,25307,-1,-1,-1,49950,-1,-1,-1,409,-1,-1,-1,396,-1,-1,-1,358,-1,-1
Maine,23,Somerset County,23025,2016,11,50915,-2,-2,-1,-1,25651,-1,-1,-1,-1,25264,-1,-1,11,49726,-2,-2,-1,429,-1,-1,-1,417,-1,-1,-1,343,-1,-1
Maine,23,Somerset County,23025,2017,17,50626,-2,-2,-1,-1,25442,-1,-1,14,14,25184,-2,-2,17,49408,-2,-2,-1,443,-1,-1,-1,412,-1,-1,-1,363,-1,-1
Maine,23,Waldo County,23027,1999,-1,35736,-1,-1,-1,-1,18194,-1,-1,-1,-1,17542,-1,-1,-1,35471,-1,-1,-1,56,-1,-1,-1,67,-1,-1,-1,142,-1,-1
Maine,23,Waldo County,23027,2000,-1,36280,-1,-1,-1,-1,18455,-1,-1,-1,-1,17825,-1,-1,-1,35891,-1,-1,-1,108,-1,-1,-1,87,-1,-1,-1,194,-1,-1
Maine,23,Waldo County,23027,2001,-1,37039,-1,-1,-1,-1,18896,-1,-1,-1,-1,18143,-1,-1,-1,36615,-1,-1,-1,125,-1,-1,-1,102,-1,-1,-1,197,-1,-1
Maine,23,Waldo County,23027,2002,-1,37584,-1,-1,-1,-1,19144,-1,-1,-1,-1,18440,-1,-1,-1,37145,-1,-1,-1,143,-1,-1,-1,99,-1,-1,-1,197,-1,-1
Maine,23,Waldo County,23027,2003,-1,37952,-1,-1,-1,-1,19290,-1,-1,-1,-1,18662,-1,-1,-1,37504,-1,-1,-1,147,-1,-1,-1,112,-1,-1,-1,189,-1,-1
Maine,23,Waldo County,23027,2004,-1,38209,-1,-1,-1,-1,19447,-1,-1,-1,-1,18762,-1,-1,-1,37711,-1,-1,-1,162,-1,-1,-1,122,-1,-1,-1,214,-1,-1
Maine,23,Waldo County,23027,2005,-1,38410,-1,-1,-1,-1,19531,-1,-1,-1,-1,18879,-1,-1,-1,37910,-1,-1,-1,180,-1,-1,-1,125,-1,-1,-1,195,-1,-1
Maine,23,Waldo County,23027,2006,-1,38763,-1,-1,-1,-1,19747,-1,-1,-1,-1,19016,-1,-1,-1,38234,-1,-1,-1,203,-1,-1,-1,141,-1,-1,-1,185,-1,-1
Maine,23,Waldo County,23027,2007,-1,38751,-1,-1,-1,-1,19756,-1,-1,-1,-1,18995,-1,-1,-1,38199,-1,-1,-1,199,-1,-1,-1,151,-1,-1,-1,202,-1,-1
Maine,23,Waldo County,23027,2008,-1,38680,-1,-1,-1,-1,19747,-1,-1,-1,-1,18933,-1,-1,-1,38106,-1,-1,-1,215,-1,-1,-1,158,-1,-1,-1,201,-1,-1
Maine,23,Waldo County,23027,2009,-1,38706,-1,-1,-1,-1,19749,-1,-1,-1,-1,18957,-1,-1,-1,38105,-1,-1,-1,215,-1,-1,-1,168,-1,-1,-1,218,-1,-1
Maine,23,Waldo County,23027,2010,-1,38786,-1,-1,-1,-1,19783,-1,-1,-1,-1,19003,-1,-1,-1,38166,-1,-1,-1,219,-1,-1,-1,175,-1,-1,-1,226,-1,-1
Maine,23,Waldo County,23027,2011,-1,38745,-1,-1,-1,-1,19800,-1,-1,-1,-1,18945,-1,-1,-1,38045,-1,-1,-1,260,-1,-1,-1,198,-1,-1,-1,242,-1,-1
Maine,23,Waldo County,23027,2012,-1,38820,-1,-1,-1,-1,19841,-1,-1,-1,-1,18979,-1,-1,-1,38112,-1,-1,-1,274,-1,-1,-1,200,-1,-1,-1,234,-1,-1
Maine,23,Waldo County,23027,2013,-1,38940,-1,-1,-1,-1,19882,-1,-1,-1,-1,19058,-1,-1,-1,38184,-1,-1,-1,289,-1,-1,-1,235,-1,-1,-1,232,-1,-1
Maine,23,Waldo County,23027,2014,-1,39051,-1,-1,-1,-1,19923,-1,-1,-1,-1,19128,-1,-1,-1,38239,-1,-1,-1,299,-1,-1,-1,278,-1,-1,-1,235,-1,-1
Maine,23,Waldo County,23027,2015,-1,39155,-1,-1,-1,-1,19930,-1,-1,-1,-1,19225,-1,-1,-1,38291,-1,-1,-1,311,-1,-1,-1,311,-1,-1,-1,242,-1,-1
Maine,23,Waldo County,23027,2016,-1,39364,-1,-1,-1,-1,19984,-1,-1,-1,-1,19380,-1,-1,-1,38441,-1,-1,-1,321,-1,-1,-1,347,-1,-1,-1,255,-1,-1
Maine,23,Waldo County,23027,2017,-1,39832,-1,-1,-1,-1,20264,-1,-1,-1,-1,19568,-1,-1,-1,38871,-1,-1,-1,368,-1,-1,-1,340,-1,-1,-1,253,-1,-1
Maine,23,Washington County,23029,1999,-1,34148,-1,-1,-1,-1,17477,-1,-1,-1,-1,16671,-1,-1,-1,32426,-1,-1,-1,80,-1,-1,-1,95,-1,-1,-1,1547,-1,-1
