State,State Code,County,County Code,Year,Total Deaths,Total Population,Total Crude Rate,Total Age Adjusted Rate,Female Deaths,Female Deaths (Calculated),Female Population,Female Crude Rate,Female Age Adjusted Rate,Male Deaths,Male Deaths (Calculated),Male Population,Male Crude Rate,Male Age Adjusted Rate,White Deaths,White Population,White Crude Rate,White Age Adjusted Rate,Black Deaths,Black Population,Black Crude Rate,Black Age Adjusted Rate,API Deaths,API Population,API Crude Rate,API Age Adjusted Rate,Native American Deaths,Native American Population,Native American Crude Rate,Native American Age Adjusted Rate
Connecticut,09,Fairfield County,09001,1999,31,877043,3.535,3.549,-1,-1,453875,-1,-1,23,23,423168,5.435,5.431,28,747786,3.744,3.824,-1,96611,-1,-1,-1,30376,-1,-1,-1,2270,-1,-1
Connecticut,09,Fairfield County,09001,2000,35,882567,3.966,3.899,-1,-1,456440,-1,-1,31,31,426127,7.275,7.123,31,750877,4.129,4.138,-1,97669,-1,-1,-1,31631,-1,-1,-1,2390,-1,-1
Connecticut,09,Fairfield County,09001,2001,27,889063,3.037,2.992,-1,-1,459322,-1,-1,18,18,429741,-2,-2,21,753550,2.787,2.762,-1,99422,-1,-1,-1,33439,-1,-1,-1,2652,-1,-1
Connecticut,09,Fairfield County,09001,2002,38,892900,4.256,4.395,-1,-1,460550,-1,-1,32,32,432350,7.401,7.570,33,754170,4.376,4.641,-1,100489,-1,-1,-1,35385,-1,-1,-1,2856,-1,-1
Connecticut,09,Fairfield County,09001,2003,33,896342,3.682,3.852,-1,-1,462117,-1,-1,28,28,434225,6.448,6.674,31,754205,4.110,4.440,-1,102118,-1,-1,-1,36860,-1,-1,-1,3159,-1,-1
Connecticut,09,Fairfield County,09001,2004,30,897472,3.343,3.528,-1,-1,462438,-1,-1,23,23,435034,5.287,5.623,29,752735,3.853,4.219,-1,103248,-1,-1,-1,38168,-1,-1,-1,3321,-1,-1
Connecticut,09,Fairfield County,09001,2005,35,897653,3.899,3.953,-1,-1,462257,-1,-1,29,29,435396,6.661,6.720,33,750267,4.398,4.519,-1,104238,-1,-1,-1,39567,-1,-1,-1,3581,-1,-1
Connecticut,09,Fairfield County,09001,2006,53,896254,5.914,6.149,16,16,461754,-2,-2,37,37,434500,8.516,8.759,47,746385,6.297,6.802,-1,105002,-1,-1,-1,41012,-1,-1,-1,3855,-1,-1
Connecticut,09,Fairfield County,09001,2007,46,897498,5.125,5.360,-1,-1,461891,-1,-1,38,38,435607,8.723,9.017,38,745296,5.099,5.482,-1,105951,-1,-1,-1,42216,-1,-1,-1,4035,-1,-1
Connecticut,09,Fairfield County,09001,2008,53,903824,5.864,5.900,16,16,464848,-2,-2,37,37,438976,8.429,8.495,49,748306,6.548,6.839,-1,107361,-1,-1,-1,43791,-1,-1,-1,4366,-1,-1
Connecticut,09,Fairfield County,09001,2009,46,910421,5.053,5.106,10,10,467962,-2,-2,36,36,442459,8.136,8.097,41,750761,5.461,5.658,-1,109805,-1,-1,-1,45263,-1,-1,-1,4592,-1,-1
Connecticut,09,Fairfield County,09001,2010,33,916829,3.599,3.711,13,13,471228,-2,-2,20,20,445601,4.488,4.755,31,753387,4.115,4.365,-1,112011,-1,-1,-1,46671,-1,-1,-1,4760,-1,-1
Connecticut,09,Fairfield County,09001,2011,30,925899,3.240,3.423,-1,-1,474899,-1,-1,23,23,451000,5.100,5.361,30,757962,3.958,4.310,-1,114302,-1,-1,-1,48715,-1,-1,-1,4920,-1,-1
Connecticut,09,Fairfield County,09001,2012,38,933835,4.069,4.259,11,11,478804,-2,-2,27,27,455031,5.934,6.108,37,761094,4.861,5.206,-1,116531,-1,-1,-1,51149,-1,-1,-1,5061,-1,-1
Connecticut,09,Fairfield County,09001,2013,85,939904,9.043,9.086,29,29,481724,6.020,5.913,56,56,458180,12.222,12.269,75,762888,9.831,10.140,10,119026,-2,-2,-1,52808,-1,-1,-1,5182,-1,-1
Connecticut,09,Fairfield County,09001,2014,87,945438,9.202,9.266,29,29,484478,5.986,5.873,58,58,460960,12.582,12.743,80,763887,10.473,10.770,-1,121351,-1,-1,-1,54964,-1,-1,-1,5236,-1,-1
Connecticut,09,Fairfield County,09001,2015,114,948053,12.025,12.327,32,32,486141,6.582,6.793,82,82,461912,17.752,17.970,106,762354,13.904,14.724,-1,123652,-1,-1,-1,56676,-1,-1,-1,5371,-1,-1
Connecticut,09,Fairfield County,09001,2016,150,944177,15.887,16.755,46,46,484241,9.499,10.344,104,104,459936,22.612,23.353,139,757486,18.350,20.138,-1,124696,-1,-1,-1,56664,-1,-1,-1,5331,-1,-1
Connecticut,09,Fairfield County,09001,2017,155,949921,16.317,16.962,42,42,487027,8.624,8.372,113,113,462894,24.412,25.768,134,759385,17.646,19.073,19,126870,-2,-2,-1,58255,-1,-1,-1,5411,-1,-1
Connecticut,09,Hartford County,09003,1999,41,853039,4.806,4.862,-1,-1,442976,-1,-1,34,34,410063,8.291,8.157,37,716711,5.162,5.335,-1,111007,-1,-1,-1,22693,-1,-1,-1,2628,-1,-1
Connecticut,09,Hartford County,09003,2000,54,857183,6.300,6.278,-1,-1,444907,-1,-1,45,45,412276,10.915,10.733,48,717671,6.688,6.766,-1,113097,-1,-1,-1,23579,-1,-1,-1,2836,-1,-1
Connecticut,09,Hartford County,09003,2001,39,862573,4.521,4.578,-1,-1,447392,-1,-1,31,31,415181,7.467,7.446,35,718409,4.872,4.987,-1,115711,-1,-1,-1,25392,-1,-1,-1,3061,-1,-1
Connecticut,09,Hartford County,09003,2002,46,867451,5.303,5.429,14,14,449778,-2,-2,32,32,417673,7.661,7.657,42,718880,5.842,6.125,-1,118026,-1,-1,-1,27358,-1,-1,-1,3187,-1,-1
Connecticut,09,Hartford County,09003,2003,46,873335,5.267,5.330,-1,-1,452474,-1,-1,37,37,420861,8.792,8.791,40,719710,5.558,5.720,-1,120788,-1,-1,-1,29460,-1,-1,-1,3377,-1,-1
Connecticut,09,Hartford County,09003,2004,43,874449,4.917,4.996,13,13,452879,-2,-2,30,30,421570,7.116,7.137,42,717049,5.857,5.987,-1,122672,-1,-1,-1,31179,-1,-1,-1,3549,-1,-1
Connecticut,09,Hartford County,09003,2005,52,878081,5.922,6.021,17,17,454327,-2,-2,35,35,423754,8.260,8.328,47,716447,6.560,6.880,-1,124852,-1,-1,-1,33078,-1,-1,-1,3704,-1,-1
Connecticut,09,Hartford County,09003,2006,61,881298,6.922,6.999,18,18,455875,-2,-2,43,43,425423,10.108,10.193,59,715178,8.250,8.462,-1,127176,-1,-1,-1,34982,-1,-1,-1,3962,-1,-1
Connecticut,09,Hartford County,09003,2007,65,884548,7.348,7.556,20,20,457152,4.375,4.614,45,45,427396,10.529,10.604,61,713881,8.545,8.959,-1,129545,-1,-1,-1,36938,-1,-1,-1,4184,-1,-1
Connecticut,09,Hartford County,09003,2008,55,887891,6.194,6.250,17,17,459145,-2,-2,38,38,428746,8.863,8.845,52,712832,7.295,7.604,-1,131879,-1,-1,-1,38716,-1,-1,-1,4464,-1,-1
Connecticut,09,Hartford County,09003,2009,47,891667,5.271,5.379,-1,-1,460982,-1,-1,40,40,430685,9.288,9.349,42,712044,5.899,6.198,-1,134377,-1,-1,-1,40634,-1,-1,-1,4612,-1,-1
Connecticut,09,Hartford County,09003,2010,52,894014,5.816,5.895,14,14,462001,-2,-2,38,38,432013,8.796,8.800,47,710681,6.613,6.790,-1,136344,-1,-1,-1,42151,-1,-1,-1,4838,-1,-1
Connecticut,09,Hartford County,09003,2011,51,894705,5.700,5.730,14,14,461862,-2,-2,37,37,432843,8.548,8.609,49,709356,6.908,7.120,-1,137369,-1,-1,-1,43011,-1,-1,-1,4969,-1,-1
Connecticut,09,Hartford County,09003,2012,47,897259,5.238,5.328,-1,-1,462734,-1,-1,38,38,434525,8.745,8.866,47,707690,6.641,6.879,-1,139837,-1,-1,-1,44563,-1,-1,-1,5169,-1,-1
Connecticut,09,Hartford County,09003,2013,117,898272,13.025,13.060,27,27,462675,5.836,6.413,90,90,435597,20.661,19.975,107,704987,15.178,15.700,-1,141564,-1,-1,-1,46306,-1,-1,-1,5415,-1,-1
Connecticut,09,Hartford County,09003,2014,137,897985,15.256,16.033,43,43,462347,9.300,10.019,94,94,435638,21.578,22.342,132,700318,18.849,20.344,-1,143630,-1,-1,-1,48669,-1,-1,-1,5368,-1,-1
Connecticut,09,Hartford County,09003,2015,191,895841,21.321,20.815,54,54,460878,11.717,10.736,137,137,434963,31.497,31.114,179,695745,25.728,25.703,12,144524,-2,-2,-1,49988,-1,-1,-1,5584,-1,-1
Connecticut,09,Hartford County,09003,2016,245,892389,27.454,27.776,53,53,458751,11.553,11.694,192,192,433638,44.277,44.397,223,689976,32.320,33.945,21,145209,14.462,14.251,-1,51591,-1,-1,-1,5613,-1,-1
Connecticut,09,Hartford County,09003,2017,281,895388,31.383,31.461,61,61,460265,13.253,13.006,220,220,435123,50.560,50.433,258,688090,37.495,39.110,19,147077,-2,-2,-1,54428,-1,-1,-1,5793,-1,-1
Connecticut,09,Litchfield County,09005,1999,-1,181328,-1,-1,-1,-1,92729,-1,-1,-1,-1,88599,-1,-1,-1,176382,-1,-1,-1,2303,-1,-1,-1,2262,-1,-1,-1,381,-1,-1
Connecticut,09,Litchfield County,09005,2000,-1,182193,-1,-1,-1,-1,93149,-1,-1,-1,-1,89044,-1,-1,-1,176972,-1,-1,-1,2426,-1,-1,-1,2373,-1,-1,-1,422,-1,-1
Connecticut,09,Litchfield County,09005,2001,11,184118,-2,-2,-1,-1,94185,-1,-1,11,11,89933,-2,-2,11,178553,-2,-2,-1,2539,-1,-1,-1,2586,-1,-1,-1,440,-1,-1
Connecticut,09,Litchfield County,09005,2002,-1,185974,-1,-1,-1,-1,94963,-1,-1,-1,-1,91011,-1,-1,-1,180132,-1,-1,-1,2666,-1,-1,-1,2701,-1,-1,-1,475,-1,-1
Connecticut,09,Litchfield County,09005,2003,-1,187424,-1,-1,-1,-1,95653,-1,-1,-1,-1,91771,-1,-1,-1,181335,-1,-1,-1,2763,-1,-1,-1,2843,-1,-1,-1,483,-1,-1
Connecticut,09,Litchfield County,09005,2004,12,188601,-2,-2,-1,-1,96245,-1,-1,10,10,92356,-2,-2,11,182254,-2,-2,-1,2899,-1,-1,-1,2956,-1,-1,-1,492,-1,-1
Connecticut,09,Litchfield County,09005,2005,-1,188912,-1,-1,-1,-1,96296,-1,-1,-1,-1,92616,-1,-1,-1,182370,-1,-1,-1,2963,-1,-1,-1,3070,-1,-1,-1,509,-1,-1
Connecticut,09,Litchfield County,09005,2006,13,189682,-2,-2,-1,-1,96713,-1,-1,11,11,92969,-2,-2,13,182774,-2,-2,-1,3225,-1,-1,-1,3146,-1,-1,-1,537,-1,-1
Connecticut,09,Litchfield County,09005,2007,19,189866,-2,-2,-1,-1,96609,-1,-1,14,14,93257,-2,-2,19,182816,-2,-2,-1,3300,-1,-1,-1,3195,-1,-1,-1,555,-1,-1
Connecticut,09,Litchfield County,09005,2008,13,190175,-2,-2,-1,-1,96710,-1,-1,10,10,93465,-2,-2,13,182878,-2,-2,-1,3419,-1,-1,-1,3296,-1,-1,-1,582,-1,-1
Connecticut,09,Litchfield County,09005,2009,17,190015,-2,-2,-1,-1,96589,-1,-1,11,11,93426,-2,-2,16,182588,-2,-2,-1,3516,-1,-1,-1,3324,-1,-1,-1,587,-1,-1
Connecticut,09,Litchfield County,09005,2010,16,189927,-2,-2,-1,-1,96589,-1,-1,13,13,93338,-2,-2,16,182420,-2,-2,-1,3518,-1,-1,-1,3362,-1,-1,-1,627,-1,-1
Connecticut,09,Litchfield County,09005,2011,-1,188789,-1,-1,-1,-1,95952,-1,-1,-1,-1,92837,-1,-1,-1,180790,-1,-1,-1,3703,-1,-1,-1,3634,-1,-1,-1,662,-1,-1
Connecticut,09,Litchfield County,09005,2012,13,187530,-2,-2,-1,-1,95255,-1,-1,-1,-1,92275,-1,-1,12,179461,-2,-2,-1,3749,-1,-1,-1,3668,-1,-1,-1,652,-1,-1
Connecticut,09,Litchfield County,09005,2013,28,186924,14.979,15.451,11,11,94863,-2,-2,17,17,92061,-2,-2,28,178506,15.686,16.264,-1,3991,-1,-1,-1,3743,-1,-1,-1,684,-1,-1
Connecticut,09,Litchfield County,09005,2014,44,184993,23.785,26.990,13,13,93855,-2,-2,31,31,91138,34.014,38.175,44,176453,24.936,28.567,-1,4070,-1,-1,-1,3789,-1,-1,-1,681,-1,-1
Connecticut,09,Litchfield County,09005,2015,52,183603,28.322,31.990,14,14,93040,-2,-2,38,38,90563,41.960,49.439,49,174870,28.021,31.397,-1,4136,-1,-1,-1,3898,-1,-1,-1,699,-1,-1
Connecticut,09,Litchfield County,09005,2016,37,182571,20.266,20.416,13,13,92366,-2,-2,24,24,90205,26.606,27.303,37,173528,21.322,21.692,-1,4415,-1,-1,-1,3945,-1,-1,-1,683,-1,-1
Connecticut,09,Litchfield County,09005,2017,52,182177,28.544,32.207,15,15,92096,-2,-2,37,37,90081,41.074,44.672,51,172609,29.547,33.644,-1,4677,-1,-1,-1,4163,-1,-1,-1,728,-1,-1
Connecticut,09,Middlesex County,09007,1999,-1,153340,-1,-1,-1,-1,78589,-1,-1,-1,-1,74751,-1,-1,-1,142952,-1,-1,-1,7454,-1,-1,-1,2633,-1,-1,-1,301,-1,-1
Connecticut,09,Middlesex County,09007,2000,-1,155071,-1,-1,-1,-1,79477,-1,-1,-1,-1,75594,-1,-1,-1,144307,-1,-1,-1,7636,-1,-1,-1,2770,-1,-1,-1,358,-1,-1
Connecticut,09,Middlesex County,09007,2001,-1,157006,-1,-1,-1,-1,80444,-1,-1,-1,-1,76562,-1,-1,-1,145925,-1,-1,-1,7707,-1,-1,-1,3015,-1,-1,-1,359,-1,-1
Connecticut,09,Middlesex County,09007,2002,-1,159187,-1,-1,-1,-1,81480,-1,-1,-1,-1,77707,-1,-1,-1,147537,-1,-1,-1,8005,-1,-1,-1,3278,-1,-1,-1,367,-1,-1
Connecticut,09,Middlesex County,09007,2003,-1,160864,-1,-1,-1,-1,82360,-1,-1,-1,-1,78504,-1,-1,-1,148901,-1,-1,-1,8095,-1,-1,-1,3510,-1,-1,-1,358,-1,-1
Connecticut,09,Middlesex County,09007,2004,12,161450,-2,-2,-1,-1,82658,-1,-1,11,11,78792,-2,-2,12,149139,-2,-2,-1,8243,-1,-1,-1,3717,-1,-1,-1,351,-1,-1
Connecticut,09,Middlesex County,09007,2005,-1,162191,-1,-1,-1,-1,83131,-1,-1,-1,-1,79060,-1,-1,-1,149637,-1,-1,-1,8250,-1,-1,-1,3930,-1,-1,-1,374,-1,-1
Connecticut,09,Middlesex County,09007,2006,-1,163473,-1,-1,-1,-1,83688,-1,-1,-1,-1,79785,-1,-1,-1,150487,-1,-1,-1,8418,-1,-1,-1,4192,-1,-1,-1,376,-1,-1
Connecticut,09,Middlesex County,09007,2007,14,164129,-2,-2,-1,-1,83994,-1,-1,10,10,80135,-2,-2,14,150859,-2,-2,-1,8511,-1,-1,-1,4382,-1,-1,-1,377,-1,-1
Connecticut,09,Middlesex County,09007,2008,15,164962,-2,-2,-1,-1,84313,-1,-1,13,13,80649,-2,-2,15,151343,-2,-2,-1,8628,-1,-1,-1,4639,-1,-1,-1,352,-1,-1
Connecticut,09,Middlesex County,09007,2009,-1,165607,-1,-1,-1,-1,84752,-1,-1,-1,-1,80855,-1,-1,-1,151486,-1,-1,-1,8933,-1,-1,-1,4814,-1,-1,-1,374,-1,-1
Connecticut,09,Middlesex County,09007,2010,16,165676,-2,-2,-1,-1,84768,-1,-1,12,12,80908,-2,-2,16,151550,-2,-2,-1,8965,-1,-1,-1,4783,-1,-1,-1,378,-1,-1
Connecticut,09,Middlesex County,09007,2011,12,166043,-2,-2,-1,-1,84918,-1,-1,11,11,81125,-2,-2,-1,151546,-1,-1,-1,9175,-1,-1,-1,4913,-1,-1,-1,409,-1,-1
Connecticut,09,Middlesex County,09007,2012,11,165602,-2,-2,-1,-1,84833,-1,-1,-1,-1,80769,-1,-1,11,150636,-2,-2,-1,9370,-1,-1,-1,5204,-1,-1,-1,392,-1,-1
Connecticut,09,Middlesex County,09007,2013,19,165562,-2,-2,-1,-1,84842,-1,-1,15,15,80720,-2,-2,18,150241,-2,-2,-1,9542,-1,-1,-1,5347,-1,-1,-1,432,-1,-1
Connecticut,09,Middlesex County,09007,2014,33,164943,20.007,21.400,-1,-1,84467,-1,-1,25,25,80476,31.065,34.316,32,149144,21.456,23.321,-1,9772,-1,-1,-1,5552,-1,-1,-1,475,-1,-1
Connecticut,09,Middlesex County,09007,2015,37,164063,22.552,23.697,-1,-1,84031,-1,-1,28,28,80032,34.986,35.812,36,147964,24.330,26.034,-1,9911,-1,-1,-1,5686,-1,-1,-1,502,-1,-1
Connecticut,09,Middlesex County,09007,2016,45,163329,27.552,28.434,15,15,83541,-2,-2,30,30,79788,37.600,39.282,43,147424,29.168,30.617,-1,9785,-1,-1,-1,5604,-1,-1,-1,516,-1,-1
Connecticut,09,Middlesex County,09007,2017,43,163410,26.314,29.702,-1,-1,83743,-1,-1,36,36,79667,45.188,50.020,41,147375,27.820,31.969,-1,9847,-1,-1,-1,5650,-1,-1,-1,538,-1,-1
Connecticut,09,New Haven County,09009,1999,41,820396,4.998,4.978,11,11,426346,-2,-2,30,30,394050,7.613,7.515,32,696347,4.595,4.570,-1,101316,-1,-1,-1,20213,-1,-1,-1,2520,-1,-1
Connecticut,09,New Haven County,09009,2000,39,824008,4.733,4.796,-1,-1,428077,-1,-1,36,36,395931,9.092,8.992,36,697209,5.163,5.284,-1,102886,-1,-1,-1,21169,-1,-1,-1,2744,-1,-1
Connecticut,09,New Haven County,09009,2001,40,829875,4.820,4.840,-1,-1,430897,-1,-1,35,35,398978,8.772,8.654,37,698768,5.295,5.319,-1,105197,-1,-1,-1,22988,-1,-1,-1,2922,-1,-1
Connecticut,09,New Haven County,09009,2002,57,835099,6.826,6.958,11,11,433414,-2,-2,46,46,401685,11.452,11.467,56,699682,8.004,8.269,-1,107894,-1,-1,-1,24433,-1,-1,-1,3090,-1,-1
Connecticut,09,New Haven County,09009,2003,43,841939,5.107,5.150,10,10,437079,-2,-2,33,33,404860,8.151,8.079,38,702586,5.409,5.482,-1,109956,-1,-1,-1,26084,-1,-1,-1,3313,-1,-1
Connecticut,09,New Haven County,09009,2004,67,844505,7.934,8.230,21,21,438151,4.793,5.096,46,46,406354,11.320,11.548,64,701960,9.117,9.606,-1,111769,-1,-1,-1,27308,-1,-1,-1,3468,-1,-1
Connecticut,09,New Haven County,09009,2005,58,847162,6.846,6.968,16,16,439060,-2,-2,42,42,408102,10.292,10.187,56,700994,7.989,8.284,-1,113787,-1,-1,-1,28730,-1,-1,-1,3651,-1,-1
Connecticut,09,New Haven County,09009,2006,78,850207,9.174,9.197,-1,-1,440887,-1,-1,70,70,409320,17.102,16.862,75,700432,10.708,10.872,-1,116096,-1,-1,-1,29943,-1,-1,-1,3736,-1,-1
Connecticut,09,New Haven County,09009,2007,72,853598,8.435,8.563,19,19,442670,-2,-2,53,53,410928,12.898,13.010,70,699747,10.004,10.337,-1,118802,-1,-1,-1,31078,-1,-1,-1,3971,-1,-1
Connecticut,09,New Haven County,09009,2008,66,856622,7.705,7.635,21,21,444342,4.726,4.544,45,45,412280,10.915,10.846,63,699565,9.006,9.054,-1,121113,-1,-1,-1,31888,-1,-1,-1,4056,-1,-1
Connecticut,09,New Haven County,09009,2009,60,860025,6.977,7.007,18,18,446188,-2,-2,42,42,413837,10.149,10.182,59,699584,8.434,8.603,-1,123404,-1,-1,-1,32743,-1,-1,-1,4294,-1,-1
Connecticut,09,New Haven County,09009,2010,71,862477,8.232,8.199,23,23,447387,5.141,4.871,48,48,415090,11.564,11.702,70,699512,10.007,10.026,-1,124973,-1,-1,-1,33426,-1,-1,-1,4566,-1,-1
Connecticut,09,New Haven County,09009,2011,67,861113,7.781,7.862,22,22,446275,4.930,5.035,45,45,414838,10.848,10.748,65,697037,9.325,9.601,-1,125270,-1,-1,-1,34173,-1,-1,-1,4633,-1,-1
Connecticut,09,New Haven County,09009,2012,43,862813,4.984,5.183,11,11,446772,-2,-2,32,32,416041,7.692,7.957,38,695519,5.464,5.860,-1,126771,-1,-1,-1,35630,-1,-1,-1,4893,-1,-1
Connecticut,09,New Haven County,09009,2013,120,862287,13.916,14.053,39,39,446169,8.741,8.491,81,81,416118,19.466,19.948,111,692429,16.031,16.635,-1,128358,-1,-1,-1,36422,-1,-1,-1,5078,-1,-1
Connecticut,09,New Haven County,09009,2014,126,861277,14.629,15.130,39,39,446004,8.744,8.402,87,87,415273,20.950,22.300,121,688214,17.582,18.401,-1,129831,-1,-1,-1,38183,-1,-1,-1,5049,-1,-1
Connecticut,09,New Haven County,09009,2015,175,859470,20.361,20.003,46,46,444950,10.338,10.687,129,129,414520,31.120,29.776,162,683918,23.687,23.388,11,131145,-2,-2,-1,39112,-1,-1,-1,5295,-1,-1
Connecticut,09,New Haven County,09009,2016,226,856875,26.375,26.720,55,55,443461,12.402,11.853,171,171,413414,41.363,42.489,199,679515,29.286,30.351,27,133096,20.286,20.183,-1,38955,-1,-1,-1,5309,-1,-1
Connecticut,09,New Haven County,09009,2017,260,860435,30.217,31.526,70,70,445115,15.726,16.372,190,190,415320,45.748,47.371,236,680044,34.704,37.151,22,135311,16.259,16.962,-1,39734,-1,-1,-1,5346,-1,-1
Connecticut,09,New London County,09011,1999,14,257568,-2,-2,-1,-1,130083,-1,-1,12,12,127485,-2,-2,12,232892,-2,-2,-1,16397,-1,-1,-1,5558,-1,-1,-1,2721,-1,-1
Connecticut,09,New London County,09011,2000,-1,259088,-1,-1,-1,-1,130916,-1,-1,-1,-1,128172,-1,-1,-1,233523,-1,-1,-1,16797,-1,-1,-1,5777,-1,-1,-1,2991,-1,-1
Connecticut,09,New London County,09011,2001,13,261396,-2,-2,-1,-1,131835,-1,-1,-1,-1,129561,-1,-1,13,234601,-2,-2,-1,17468,-1,-1,-1,6327,-1,-1,-1,3000,-1,-1
Connecticut,09,New London County,09011,2002,12,264698,-2,-2,-1,-1,133263,-1,-1,-1,-1,131435,-1,-1,11,236389,-2,-2,-1,18080,-1,-1,-1,7165,-1,-1,-1,3064,-1,-1
Connecticut,09,New London County,09011,2003,12,266584,-2,-2,-1,-1,134639,-1,-1,-1,-1,131945,-1,-1,12,236795,-2,-2,-1,18456,-1,-1,-1,8188,-1,-1,-1,3145,-1,-1
Connecticut,09,New London County,09011,2004,18,268595,-2,-2,-1,-1,135138,-1,-1,14,14,133457,-2,-2,18,237814,-2,-2,-1,18630,-1,-1,-1,8996,-1,-1,-1,3155,-1,-1
Connecticut,09,New London County,09011,2005,-1,269664,-1,-1,-1,-1,135502,-1,-1,-1,-1,134162,-1,-1,-1,237845,-1,-1,-1,18837,-1,-1,-1,9809,-1,-1,-1,3173,-1,-1
Connecticut,09,New London County,09011,2006,13,270814,-2,-2,-1,-1,135997,-1,-1,10,10,134817,-2,-2,11,237698,-2,-2,-1,19352,-1,-1,-1,10515,-1,-1,-1,3249,-1,-1
Connecticut,09,New London County,09011,2007,14,270669,-2,-2,-1,-1,135947,-1,-1,-1,-1,134722,-1,-1,13,236622,-2,-2,-1,19621,-1,-1,-1,11178,-1,-1,-1,3248,-1,-1
Connecticut,09,New London County,09011,2008,16,272634,-2,-2,-1,-1,136831,-1,-1,11,11,135803,-2,-2,15,237293,-2,-2,-1,20005,-1,-1,-1,12012,-1,-1,-1,3324,-1,-1
Connecticut,09,New London County,09011,2009,24,273630,8.771,8.677,-1,-1,137211,-1,-1,15,15,136419,-2,-2,24,237184,10.119,10.251,-1,20350,-1,-1,-1,12642,-1,-1,-1,3454,-1,-1
Connecticut,09,New London County,09011,2010,21,274055,7.663,7.834,-1,-1,137252,-1,-1,14,14,136803,-2,-2,19,237021,-2,-2,-1,20644,-1,-1,-1,12889,-1,-1,-1,3501,-1,-1
Connecticut,09,New London County,09011,2011,22,273502,8.044,7.919,-1,-1,136924,-1,-1,18,18,136578,-2,-2,21,236320,8.886,9.037,-1,20698,-1,-1,-1,13026,-1,-1,-1,3458,-1,-1
Connecticut,09,New London County,09011,2012,31,274170,11.307,11.447,-1,-1,137226,-1,-1,24,24,136944,17.525,16.860,28,236398,11.844,12.378,-1,20865,-1,-1,-1,13387,-1,-1,-1,3520,-1,-1
Connecticut,09,New London County,09011,2013,49,274150,17.873,18.646,14,14,136980,-2,-2,35,35,137170,25.516,25.769,46,235111,19.565,20.482,-1,21942,-1,-1,-1,13430,-1,-1,-1,3667,-1,-1
Connecticut,09,New London County,09011,2014,46,273676,16.808,17.540,15,15,136595,-2,-2,31,31,137081,22.614,23.843,43,234126,18.366,19.460,-1,22194,-1,-1,-1,13666,-1,-1,-1,3690,-1,-1
Connecticut,09,New London County,09011,2015,66,271863,24.277,25.562,17,17,135842,-2,-2,49,49,136021,36.024,37.790,65,232203,27.993,30.103,-1,22119,-1,-1,-1,13836,-1,-1,-1,3705,-1,-1
Connecticut,09,New London County,09011,2016,87,269801,32.246,33.034,23,23,134594,17.088,17.961,64,64,135207,47.335,47.566,81,230474,35.145,36.428,-1,22072,-1,-1,-1,13529,-1,-1,-1,3726,-1,-1
Connecticut,09,New London County,09011,2017,81,269033,30.108,31.727,18,18,134193,-2,-2,63,63,134840,46.722,49.233,74,229699,32.216,34.387,-1,22036,-1,-1,-1,13578,-1,-1,-1,3720,-1,-1
Connecticut,09,Tolland County,09013,1999,-1,134939,-1,-1,-1,-1,67379,-1,-1,-1,-1,67560,-1,-1,-1,127254,-1,-1,-1,4076,-1,-1,-1,3286,-1,-1,-1,323,-1,-1
Connecticut,09,Tolland County,09013,2000,-1,136364,-1,-1,-1,-1,67981,-1,-1,-1,-1,68383,-1,-1,-1,128233,-1,-1,-1,4325,-1,-1,-1,3409,-1,-1,-1,397,-1,-1
Connecticut,09,Tolland County,09013,2001,-1,138934,-1,-1,-1,-1,69293,-1,-1,-1,-1,69641,-1,-1,-1,130403,-1,-1,-1,4447,-1,-1,-1,3708,-1,-1,-1,376,-1,-1
Connecticut,09,Tolland County,09013,2002,-1,142362,-1,-1,-1,-1,70839,-1,-1,-1,-1,71523,-1,-1,-1,133126,-1,-1,-1,4783,-1,-1,-1,4059,-1,-1,-1,394,-1,-1
Connecticut,09,Tolland County,09013,2003,-1,145195,-1,-1,-1,-1,72156,-1,-1,-1,-1,73039,-1,-1,-1,135287,-1,-1,-1,5069,-1,-1,-1,4459,-1,-1,-1,380,-1,-1
Connecticut,09,Tolland County,09013,2004,-1,146706,-1,-1,-1,-1,72868,-1,-1,-1,-1,73838,-1,-1,-1,136550,-1,-1,-1,5144,-1,-1,-1,4610,-1,-1,-1,402,-1,-1
Connecticut,09,Tolland County,09013,2005,-1,147657,-1,-1,-1,-1,73211,-1,-1,-1,-1,74446,-1,-1,-1,137275,-1,-1,-1,5264,-1,-1,-1,4745,-1,-1,-1,373,-1,-1
Connecticut,09,Tolland County,09013,2006,-1,148954,-1,-1,-1,-1,73903,-1,-1,-1,-1,75051,-1,-1,-1,138285,-1,-1,-1,5408,-1,-1,-1,4890,-1,-1,-1,371,-1,-1
Connecticut,09,Tolland County,09013,2007,-1,149718,-1,-1,-1,-1,74270,-1,-1,-1,-1,75448,-1,-1,-1,138830,-1,-1,-1,5444,-1,-1,-1,5048,-1,-1,-1,396,-1,-1
Connecticut,09,Tolland County,09013,2008,-1,151583,-1,-1,-1,-1,75104,-1,-1,-1,-1,76479,-1,-1,-1,140120,-1,-1,-1,5644,-1,-1,-1,5427,-1,-1,-1,392,-1,-1
Connecticut,09,Tolland County,09013,2009,10,152330,-2,-2,-1,-1,75451,-1,-1,-1,-1,76879,-1,-1,-1,140508,-1,-1,-1,5760,-1,-1,-1,5656,-1,-1,-1,406,-1,-1
