"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	188352	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	234517	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	241418	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"15-19 years"	"15-19"	16	259067	Unreliable
	"Oregon"	"41"	"2008"	"2008"	"20-24 years"	"20-24"	21	251488	8.350
	"Oregon"	"41"	"2008"	"2008"	"25-29 years"	"25-29"	31	261300	11.864
	"Oregon"	"41"	"2008"	"2008"	"30-34 years"	"30-34"	36	248520	14.486
	"Oregon"	"41"	"2008"	"2008"	"35-39 years"	"35-39"	44	256332	17.165
	"Oregon"	"41"	"2008"	"2008"	"40-44 years"	"40-44"	41	246407	16.639
	"Oregon"	"41"	"2008"	"2008"	"45-49 years"	"45-49"	55	269362	20.419
	"Oregon"	"41"	"2008"	"2008"	"50-54 years"	"50-54"	46	279624	16.451
	"Oregon"	"41"	"2008"	"2008"	"55-59 years"	"55-59"	37	263725	14.030
	"Oregon"	"41"	"2008"	"2008"	"60-64 years "	"60-64"	Suppressed	212891	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"65-69 years"	"65-69"	Suppressed	154265	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"70-74 years"	"70-74"	Suppressed	112897	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"75-79 years"	"75-79"	Suppressed	91390	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"80-84 years"	"80-84"	Suppressed	75513	Suppressed
	"Oregon"	"41"	"2008"	"2008"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2008"	"2008"			342	3768748	9.075
	"Oregon"	"41"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	46701	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	190819	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	236088	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	242019	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	257262	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"20-24 years"	"20-24"	26	252916	10.280
	"Oregon"	"41"	"2009"	"2009"	"25-29 years"	"25-29"	32	265456	12.055
	"Oregon"	"41"	"2009"	"2009"	"30-34 years"	"30-34"	37	254873	14.517
	"Oregon"	"41"	"2009"	"2009"	"35-39 years"	"35-39"	39	254500	15.324
	"Oregon"	"41"	"2009"	"2009"	"40-44 years"	"40-44"	45	245786	18.309
	"Oregon"	"41"	"2009"	"2009"	"45-49 years"	"45-49"	67	266869	25.106
	"Oregon"	"41"	"2009"	"2009"	"50-54 years"	"50-54"	55	276990	19.856
	"Oregon"	"41"	"2009"	"2009"	"55-59 years"	"55-59"	40	270690	14.777
	"Oregon"	"41"	"2009"	"2009"	"60-64 years "	"60-64"	17	224891	Unreliable
	"Oregon"	"41"	"2009"	"2009"	"65-69 years"	"65-69"	Suppressed	163538	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"70-74 years"	"70-74"	Suppressed	117203	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"75-79 years"	"75-79"	Suppressed	91151	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"80-84 years"	"80-84"	Suppressed	74512	Suppressed
	"Oregon"	"41"	"2009"	"2009"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2009"	"2009"			368	3808600	9.662
	"Oregon"	"41"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	46042	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	191514	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	237214	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	242553	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	254860	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"20-24 years"	"20-24"	25	253048	9.880
	"Oregon"	"41"	"2010"	"2010"	"25-29 years"	"25-29"	33	265033	12.451
	"Oregon"	"41"	"2010"	"2010"	"30-34 years"	"30-34"	38	259111	14.666
	"Oregon"	"41"	"2010"	"2010"	"35-39 years"	"35-39"	34	251163	13.537
	"Oregon"	"41"	"2010"	"2010"	"40-44 years"	"40-44"	35	248362	14.092
	"Oregon"	"41"	"2010"	"2010"	"45-49 years"	"45-49"	54	262879	20.542
	"Oregon"	"41"	"2010"	"2010"	"50-54 years"	"50-54"	39	276196	14.120
	"Oregon"	"41"	"2010"	"2010"	"55-59 years"	"55-59"	36	273423	13.166
	"Oregon"	"41"	"2010"	"2010"	"60-64 years "	"60-64"	23	236143	9.740
	"Oregon"	"41"	"2010"	"2010"	"65-69 years"	"65-69"	Suppressed	169847	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"70-74 years"	"70-74"	Suppressed	120194	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"75-79 years"	"75-79"	Suppressed	91601	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"80-84 years"	"80-84"	Suppressed	74019	Suppressed
	"Oregon"	"41"	"2010"	"2010"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2010"	"2010"			332	3831074	8.666
	"Oregon"	"41"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	46460	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	190168	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	237068	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	242621	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	249715	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"20-24 years"	"20-24"	29	262278	11.057
	"Oregon"	"41"	"2011"	"2011"	"25-29 years"	"25-29"	42	264609	15.872
	"Oregon"	"41"	"2011"	"2011"	"30-34 years"	"30-34"	38	265896	14.291
	"Oregon"	"41"	"2011"	"2011"	"35-39 years"	"35-39"	50	246800	20.259
	"Oregon"	"41"	"2011"	"2011"	"40-44 years"	"40-44"	48	253975	18.899
	"Oregon"	"41"	"2011"	"2011"	"45-49 years"	"45-49"	44	254490	17.289
	"Oregon"	"41"	"2011"	"2011"	"50-54 years"	"50-54"	52	275531	18.873
	"Oregon"	"41"	"2011"	"2011"	"55-59 years"	"55-59"	48	277046	17.326
	"Oregon"	"41"	"2011"	"2011"	"60-64 years "	"60-64"	18	252141	Unreliable
	"Oregon"	"41"	"2011"	"2011"	"65-69 years"	"65-69"	Suppressed	177998	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"70-74 years"	"70-74"	Suppressed	127267	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"75-79 years"	"75-79"	Suppressed	92963	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"80-84 years"	"80-84"	Suppressed	73836	Suppressed
	"Oregon"	"41"	"2011"	"2011"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2011"	"2011"			392	3871859	10.124
	"Oregon"	"41"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	45237	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	187279	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	239041	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	241395	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	246339	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"20-24 years"	"20-24"	30	266337	11.264
	"Oregon"	"41"	"2012"	"2012"	"25-29 years"	"25-29"	33	262098	12.591
	"Oregon"	"41"	"2012"	"2012"	"30-34 years"	"30-34"	40	270983	14.761
	"Oregon"	"41"	"2012"	"2012"	"35-39 years"	"35-39"	36	248766	14.471
	"Oregon"	"41"	"2012"	"2012"	"40-44 years"	"40-44"	40	256982	15.565
	"Oregon"	"41"	"2012"	"2012"	"45-49 years"	"45-49"	47	248553	18.909
	"Oregon"	"41"	"2012"	"2012"	"50-54 years"	"50-54"	60	272026	22.057
	"Oregon"	"41"	"2012"	"2012"	"55-59 years"	"55-59"	35	279163	12.537
	"Oregon"	"41"	"2012"	"2012"	"60-64 years "	"60-64"	17	253535	Unreliable
	"Oregon"	"41"	"2012"	"2012"	"65-69 years"	"65-69"	11	196276	Unreliable
	"Oregon"	"41"	"2012"	"2012"	"70-74 years"	"70-74"	Suppressed	134481	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"75-79 years"	"75-79"	Suppressed	95286	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"80-84 years"	"80-84"	Suppressed	73443	Suppressed
	"Oregon"	"41"	"2012"	"2012"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2012"	"2012"			361	3899353	9.258
	"Oregon"	"41"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	45258	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	184764	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	240056	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	240498	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	245971	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"20-24 years"	"20-24"	19	268486	Unreliable
	"Oregon"	"41"	"2013"	"2013"	"25-29 years"	"25-29"	30	261570	11.469
	"Oregon"	"41"	"2013"	"2013"	"30-34 years"	"30-34"	25	274210	9.117
	"Oregon"	"41"	"2013"	"2013"	"35-39 years"	"35-39"	34	253819	13.395
	"Oregon"	"41"	"2013"	"2013"	"40-44 years"	"40-44"	38	257931	14.733
	"Oregon"	"41"	"2013"	"2013"	"45-49 years"	"45-49"	27	244798	11.030
	"Oregon"	"41"	"2013"	"2013"	"50-54 years"	"50-54"	42	268515	15.642
	"Oregon"	"41"	"2013"	"2013"	"55-59 years"	"55-59"	44	276800	15.896
	"Oregon"	"41"	"2013"	"2013"	"60-64 years "	"60-64"	19	259994	Unreliable
	"Oregon"	"41"	"2013"	"2013"	"65-69 years"	"65-69"	13	207787	Unreliable
	"Oregon"	"41"	"2013"	"2013"	"70-74 years"	"70-74"	Suppressed	145216	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"75-79 years"	"75-79"	Suppressed	98601	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"80-84 years"	"80-84"	Suppressed	72969	Suppressed
	"Oregon"	"41"	"2013"	"2013"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2013"	"2013"			301	3930065	7.659
	"Oregon"	"41"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	45383	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	184080	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	240884	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	240328	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	244381	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"20-24 years"	"20-24"	27	267845	10.080
	"Oregon"	"41"	"2014"	"2014"	"25-29 years"	"25-29"	41	266675	15.375
	"Oregon"	"41"	"2014"	"2014"	"30-34 years"	"30-34"	37	277362	13.340
	"Oregon"	"41"	"2014"	"2014"	"35-39 years"	"35-39"	32	259920	12.311
	"Oregon"	"41"	"2014"	"2014"	"40-44 years"	"40-44"	30	256614	11.691
	"Oregon"	"41"	"2014"	"2014"	"45-49 years"	"45-49"	43	246003	17.479
	"Oregon"	"41"	"2014"	"2014"	"50-54 years"	"50-54"	35	266243	13.146
	"Oregon"	"41"	"2014"	"2014"	"55-59 years"	"55-59"	49	274580	17.845
	"Oregon"	"41"	"2014"	"2014"	"60-64 years "	"60-64"	25	266054	9.397
	"Oregon"	"41"	"2014"	"2014"	"65-69 years"	"65-69"	Suppressed	220204	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"70-74 years"	"70-74"	Suppressed	153804	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"75-79 years"	"75-79"	Suppressed	103412	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"80-84 years"	"80-84"	Suppressed	72927	Suppressed
	"Oregon"	"41"	"2014"	"2014"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2014"	"2014"			340	3970239	8.564
	"Oregon"	"41"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	46266	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	184524	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	242907	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	240552	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	245552	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"20-24 years"	"20-24"	21	266839	7.870
	"Oregon"	"41"	"2015"	"2015"	"25-29 years"	"25-29"	36	276817	13.005
	"Oregon"	"41"	"2015"	"2015"	"30-34 years"	"30-34"	35	280157	12.493
	"Oregon"	"41"	"2015"	"2015"	"35-39 years"	"35-39"	33	268415	12.294
	"Oregon"	"41"	"2015"	"2015"	"40-44 years"	"40-44"	33	255694	12.906
	"Oregon"	"41"	"2015"	"2015"	"45-49 years"	"45-49"	31	252757	12.265
	"Oregon"	"41"	"2015"	"2015"	"50-54 years"	"50-54"	46	262493	17.524
	"Oregon"	"41"	"2015"	"2015"	"55-59 years"	"55-59"	44	274291	16.041
	"Oregon"	"41"	"2015"	"2015"	"60-64 years "	"60-64"	29	270837	10.708
	"Oregon"	"41"	"2015"	"2015"	"65-69 years"	"65-69"	12	233486	Unreliable
	"Oregon"	"41"	"2015"	"2015"	"70-74 years"	"70-74"	Suppressed	161620	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"75-79 years"	"75-79"	Suppressed	107889	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	73552	Suppressed
	"Oregon"	"41"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2015"	"2015"			331	4028977	8.215
	"Oregon"	"41"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	46900	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	188900	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	242871	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	241512	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	246356	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"20-24 years"	"20-24"	32	267766	11.951
	"Oregon"	"41"	"2016"	"2016"	"25-29 years"	"25-29"	26	290171	8.960
	"Oregon"	"41"	"2016"	"2016"	"30-34 years"	"30-34"	40	284671	14.051
	"Oregon"	"41"	"2016"	"2016"	"35-39 years"	"35-39"	41	277479	14.776
	"Oregon"	"41"	"2016"	"2016"	"40-44 years"	"40-44"	25	254420	9.826
	"Oregon"	"41"	"2016"	"2016"	"45-49 years"	"45-49"	32	258826	12.364
	"Oregon"	"41"	"2016"	"2016"	"50-54 years"	"50-54"	35	256742	13.632
	"Oregon"	"41"	"2016"	"2016"	"55-59 years"	"55-59"	25	274613	9.104
	"Oregon"	"41"	"2016"	"2016"	"60-64 years "	"60-64"	21	273360	7.682
	"Oregon"	"41"	"2016"	"2016"	"65-69 years"	"65-69"	14	247233	Unreliable
	"Oregon"	"41"	"2016"	"2016"	"70-74 years"	"70-74"	10	168414	Unreliable
	"Oregon"	"41"	"2016"	"2016"	"75-79 years"	"75-79"	Suppressed	113167	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"80-84 years"	"80-84"	Suppressed	74810	Suppressed
	"Oregon"	"41"	"2016"	"2016"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2016"	"2016"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2016"	"2016"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2016"	"2016"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2016"	"2016"			312	4093465	7.622
	"Oregon"	"41"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	46616	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	189352	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"5-9 years"	"5-9"	Suppressed	243265	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"10-14 years"	"10-14"	Suppressed	245990	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"15-19 years"	"15-19"	Suppressed	246771	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"20-24 years"	"20-24"	32	264707	12.089
	"Oregon"	"41"	"2017"	"2017"	"25-29 years"	"25-29"	46	297253	15.475
	"Oregon"	"41"	"2017"	"2017"	"30-34 years"	"30-34"	30	289779	10.353
	"Oregon"	"41"	"2017"	"2017"	"35-39 years"	"35-39"	45	287529	15.651
	"Oregon"	"41"	"2017"	"2017"	"40-44 years"	"40-44"	26	259645	10.014
	"Oregon"	"41"	"2017"	"2017"	"45-49 years"	"45-49"	31	263479	11.766
	"Oregon"	"41"	"2017"	"2017"	"50-54 years"	"50-54"	29	251977	11.509
	"Oregon"	"41"	"2017"	"2017"	"55-59 years"	"55-59"	37	272242	13.591
	"Oregon"	"41"	"2017"	"2017"	"60-64 years "	"60-64"	31	275354	11.258
	"Oregon"	"41"	"2017"	"2017"	"65-69 years"	"65-69"	16	247305	Unreliable
	"Oregon"	"41"	"2017"	"2017"	"70-74 years"	"70-74"	Suppressed	184418	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"75-79 years"	"75-79"	Suppressed	118126	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"80-84 years"	"80-84"	Suppressed	75533	Suppressed
	"Oregon"	"41"	"2017"	"2017"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2017"	"2017"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2017"	"2017"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2017"	"2017"			344	4142776	8.304
"Total"	"Oregon"	"41"					5407	71265198	7.587
	"Pennsylvania"	"42"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	140732	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	591206	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	838719	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	856318	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"15-19 years"	"15-19"	16	848682	Unreliable
	"Pennsylvania"	"42"	"1999"	"1999"	"20-24 years"	"20-24"	34	740343	4.592
	"Pennsylvania"	"42"	"1999"	"1999"	"25-29 years"	"25-29"	27	760654	3.550
	"Pennsylvania"	"42"	"1999"	"1999"	"30-34 years"	"30-34"	41	829015	4.946
	"Pennsylvania"	"42"	"1999"	"1999"	"35-39 years"	"35-39"	64	964553	6.635
	"Pennsylvania"	"42"	"1999"	"1999"	"40-44 years"	"40-44"	55	993222	5.538
	"Pennsylvania"	"42"	"1999"	"1999"	"45-49 years"	"45-49"	45	891134	5.050
	"Pennsylvania"	"42"	"1999"	"1999"	"50-54 years"	"50-54"	19	767932	Unreliable
	"Pennsylvania"	"42"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	608509	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"60-64 years "	"60-64"	Suppressed	512226	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	486942	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"70-74 years"	"70-74"	Suppressed	495142	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"75-79 years"	"75-79"	Suppressed	419105	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"80-84 years"	"80-84"	Suppressed	287136	Suppressed
	"Pennsylvania"	"42"	"1999"	"1999"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Pennsylvania"	"42"	"1999"	"1999"			320	12263805	2.609
	"Pennsylvania"	"42"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	141431	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	586373	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	827945	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	863849	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"15-19 years"	"15-19"	10	850986	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"20-24 years"	"20-24"	34	746086	4.557
	"Pennsylvania"	"42"	"2000"	"2000"	"25-29 years"	"25-29"	41	732701	5.596
	"Pennsylvania"	"42"	"2000"	"2000"	"30-34 years"	"30-34"	45	827785	5.436
	"Pennsylvania"	"42"	"2000"	"2000"	"35-39 years"	"35-39"	45	951400	4.730
	"Pennsylvania"	"42"	"2000"	"2000"	"40-44 years"	"40-44"	58	996676	5.819
	"Pennsylvania"	"42"	"2000"	"2000"	"45-49 years"	"45-49"	47	908650	5.173
	"Pennsylvania"	"42"	"2000"	"2000"	"50-54 years"	"50-54"	27	796382	3.390
	"Pennsylvania"	"42"	"2000"	"2000"	"55-59 years"	"55-59"	Suppressed	619969	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"60-64 years "	"60-64"	Suppressed	511656	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"65-69 years"	"65-69"	Suppressed	480656	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"70-74 years"	"70-74"	Suppressed	488616	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"75-79 years"	"75-79"	Suppressed	422311	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	"80-84 years"	"80-84"	Suppressed	290015	Suppressed
