State,State_Code,County,County_Code,Year,Total_Deaths,Total_Population,Total_Age_Adjusted_Rate,Female_Deaths_(Calculated),Male_Deaths_(Calculated),White_Age_Adjusted_Rate,Black_Age_Adjusted_Rate,API_Age_Adjusted_Rate,Native_American_Age_Adjusted_Rate,Heroin_Deaths,Heroin_Age_Adjusted_Rate,Other_Opioids_Deaths,Other_Opioids_Age_Adjusted_Rate,Methadone_Deaths,Methadone_Age_Adjusted_Rate,Other_Synthetic_Narcotics_Deaths,Other_Synthetic_Narcotics_Age_Adjusted_Rate,Other_Unspecified_Narcotics_Deaths,Other_Unspecified_Narcotics_Age_Adjusted_Rate
Massachusetts,25,Suffolk County,25025,2003,99,697080,14.474,21,78,17.841,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,11,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,85,12.487
Massachusetts,25,Suffolk County,25025,2004,79,691272,11.630,15,64,14.996,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,56,8.403
Massachusetts,25,Suffolk County,25025,2005,68,686600,10.272,20,48,14.193,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11,Unreliable,12,Unreliable,Suppressed,Suppressed,43,6.422
Massachusetts,25,Suffolk County,25025,2006,106,687192,15.925,28,78,20.744,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,21,3.309,16,Unreliable,15,Unreliable,57,8.205
Massachusetts,25,Suffolk County,25025,2007,104,693368,15.736,30,74,20.531,Unreliable,Suppressed,Suppressed,15,Unreliable,19,Unreliable,19,Unreliable,Suppressed,Suppressed,52,7.961
Massachusetts,25,Suffolk County,25025,2008,71,702201,10.505,20,51,13.203,Unreliable,Suppressed,Suppressed,10,Unreliable,14,Unreliable,11,Unreliable,Suppressed,Suppressed,38,5.340
Massachusetts,25,Suffolk County,25025,2009,96,716214,14.032,30,66,17.665,Unreliable,Suppressed,Suppressed,14,Unreliable,13,Unreliable,16,Unreliable,Suppressed,Suppressed,62,9.226
Massachusetts,25,Suffolk County,25025,2010,63,722023,8.785,19,44,11.483,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,18,Unreliable,12,Unreliable,Suppressed,Suppressed,22,3.026
Massachusetts,25,Suffolk County,25025,2011,83,730932,11.610,27,56,16.286,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,19,Unreliable,12,Unreliable,Suppressed,Suppressed,50,6.857
Massachusetts,25,Suffolk County,25025,2012,85,744426,11.797,17,68,16.379,Suppressed,Suppressed,Suppressed,45,6.239,27,3.703,10,Unreliable,Suppressed,Suppressed,25,3.444
Massachusetts,25,Suffolk County,25025,2013,103,755503,14.183,27,76,18.440,Unreliable,Suppressed,Suppressed,44,5.769,23,3.300,Suppressed,Suppressed,12,Unreliable,49,6.825
Massachusetts,25,Suffolk County,25025,2014,118,767254,14.955,36,82,20.189,Unreliable,Suppressed,Suppressed,55,6.769,17,Unreliable,15,Unreliable,54,6.898,48,6.087
Massachusetts,25,Suffolk County,25025,2015,174,778121,21.899,48,126,29.295,12.170,Suppressed,Suppressed,85,10.996,19,Unreliable,12,Unreliable,113,13.993,54,6.770
Massachusetts,25,Suffolk County,25025,2016,232,784230,28.661,57,175,37.490,17.480,Suppressed,Suppressed,74,8.755,32,4.081,14,Unreliable,192,23.696,48,6.054
Massachusetts,25,Suffolk County,25025,2017,237,797939,29.458,50,187,36.680,22.697,Suppressed,Suppressed,54,6.872,30,3.843,10,Unreliable,219,27.055,31,3.786
Massachusetts,25,Worcester County,25027,1999,46,744571,6.061,8,38,6.371,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,44,5.801
Massachusetts,25,Worcester County,25027,2000,48,750963,6.300,15,33,6.371,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,38,4.988
Massachusetts,25,Worcester County,25027,2001,74,761211,9.549,14,60,9.887,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,70,9.038
Massachusetts,25,Worcester County,25027,2002,65,768490,8.371,15,50,8.539,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,51,6.566
Massachusetts,25,Worcester County,25027,2003,56,774476,7.096,13,43,7.326,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42,5.371
Massachusetts,25,Worcester County,25027,2004,33,777855,4.246,8,25,4.389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,18,Unreliable
Massachusetts,25,Worcester County,25027,2005,62,781265,7.752,22,40,8.383,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13,Unreliable,Suppressed,Suppressed,37,4.620
Massachusetts,25,Worcester County,25027,2006,73,785345,8.964,15,58,9.466,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22,2.681,12,Unreliable,Suppressed,Suppressed,38,4.719
Massachusetts,25,Worcester County,25027,2007,71,788280,8.970,33,38,9.512,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21,2.490,14,Unreliable,Suppressed,Suppressed,32,4.086
Massachusetts,25,Worcester County,25027,2008,77,790847,9.598,26,51,10.688,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13,Unreliable,14,Unreliable,10,Unreliable,37,4.585
Massachusetts,25,Worcester County,25027,2009,65,795251,8.103,19,46,8.892,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14,Unreliable,15,Unreliable,Suppressed,Suppressed,34,4.450
Massachusetts,25,Worcester County,25027,2010,79,798552,10.134,22,57,11.448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21,2.631,15,Unreliable,Suppressed,Suppressed,30,3.943
Massachusetts,25,Worcester County,25027,2011,84,801227,10.408,37,47,11.181,Suppressed,Suppressed,Suppressed,20,2.397,23,2.738,Suppressed,Suppressed,Suppressed,Suppressed,36,4.677
Massachusetts,25,Worcester County,25027,2012,84,806163,10.789,34,50,12.114,Suppressed,Suppressed,Suppressed,32,4.139,16,Unreliable,14,Unreliable,Suppressed,Suppressed,31,3.966
Massachusetts,25,Worcester County,25027,2013,106,809106,13.611,33,73,15.280,Suppressed,Suppressed,Suppressed,28,3.641,16,Unreliable,12,Unreliable,Suppressed,Suppressed,58,7.721
Massachusetts,25,Worcester County,25027,2014,119,813475,14.897,37,82,16.127,Suppressed,Suppressed,Suppressed,50,6.617,21,2.640,Suppressed,Suppressed,26,3.236,44,5.412
Massachusetts,25,Worcester County,25027,2015,203,818963,25.883,49,154,29.661,Suppressed,Suppressed,Suppressed,102,13.255,20,2.634,Suppressed,Suppressed,97,12.299,59,7.528
Massachusetts,25,Worcester County,25027,2016,200,819589,25.871,54,146,28.503,Suppressed,Suppressed,Suppressed,83,10.933,23,2.592,11,Unreliable,131,17.551,47,6.380
Massachusetts,25,Worcester County,25027,2017,237,826116,29.369,60,177,32.473,Unreliable,Suppressed,Suppressed,94,11.993,24,2.558,Suppressed,Suppressed,190,23.773,18,Unreliable
New Hampshire,33,Belknap County,33001,1999,Suppressed,55517,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2000,Suppressed,56325,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2001,Suppressed,57597,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2002,Suppressed,58609,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2003,Suppressed,59497,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2004,Suppressed,60170,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2005,Suppressed,60287,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2006,Suppressed,60105,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2007,13,60109,Unreliable,3,10,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2008,10,60239,Unreliable,Suppressed,Suppressed,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2009,Suppressed,60171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2010,Suppressed,60088,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2011,Suppressed,60223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2012,Suppressed,60327,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2013,Suppressed,60179,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2014,10,60305,Unreliable,Suppressed,Suppressed,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2015,18,60641,Unreliable,5,13,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14,Unreliable,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2016,17,60779,Unreliable,4,13,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14,Unreliable,Suppressed,Suppressed
New Hampshire,33,Belknap County,33001,2017,23,60785,46.489,6,17,47.912,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22,44.898,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,1999,Suppressed,42815,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2000,Suppressed,43666,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2001,Suppressed,44200,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2002,Suppressed,45074,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2003,Suppressed,45697,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2004,Suppressed,46496,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2005,Suppressed,46652,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2006,Suppressed,47421,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2007,13,47829,Unreliable,Suppressed,Suppressed,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2008,Suppressed,48013,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2009,Suppressed,47763,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2010,Suppressed,47818,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2011,Suppressed,47641,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2012,Suppressed,47567,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2013,Suppressed,47499,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2014,Suppressed,47399,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2015,16,47285,Unreliable,Suppressed,Suppressed,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10,Unreliable,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2016,15,47289,Unreliable,3,12,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12,Unreliable,Suppressed,Suppressed
New Hampshire,33,Carroll County,33003,2017,16,48064,Unreliable,Suppressed,Suppressed,Unreliable,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13,Unreliable,Suppressed,Suppressed
New Hampshire,33,Cheshire County,33005,1999,Suppressed,73447,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Cheshire County,33005,2000,Suppressed,73825,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Cheshire County,33005,2001,Suppressed,74372,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Cheshire County,33005,2002,Suppressed,75047,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
New Hampshire,33,Cheshire County,33005,2003,Suppressed,76135,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
